n = 1095 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716842 | dataRider[i].timeRAC = 2717389
n = 1100 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716844 | dataRider[i].timeRAC = 2717394
n = 1105 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716847 | dataRider[i].timeRAC = 2717399
n = 1110 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716849 | dataRider[i].timeRAC = 2717404
n = 1115 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716852 | dataRider[i].timeRAC = 2717409
n = 1120 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716854 | dataRider[i].timeRAC = 2717414
n = 1125 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716857 | dataRider[i].timeRAC = 2717419
n = 1130 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716859 | dataRider[i].timeRAC = 2717424
n = 1135 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716862 | dataRider[i].timeRAC = 2717429
n = 1140 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716864 | dataRider[i].timeRAC = 2717434
n = 1145 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716867 | dataRider[i].timeRAC = 2717439
n = 1150 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716869 | dataRider[i].timeRAC = 2717444
n = 1155 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716872 | dataRider[i].timeRAC = 2717449
n = 1160 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716874 | dataRider[i].timeRAC = 2717454
n = 1165 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716877 | dataRider[i].timeRAC = 2717459
n = 1170 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716879 | dataRider[i].timeRAC = 2717464
n = 1175 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716882 | dataRider[i].timeRAC = 2717469
n = 1180 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716884 | dataRider[i].timeRAC = 2717474
n = 1185 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716887 | dataRider[i].timeRAC = 2717479
n = 1190 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716889 | dataRider[i].timeRAC = 2717484
n = 1195 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716892 | dataRider[i].timeRAC = 2717489
n = 1200 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716894 | dataRider[i].timeRAC = 2717494
n = 1205 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716897 | dataRider[i].timeRAC = 2717499
n = 1210 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716899 | dataRider[i].timeRAC = 2717504
n = 1215 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716902 | dataRider[i].timeRAC = 2717509
n = 1220 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716904 | dataRider[i].timeRAC = 2717514
n = 1225 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716907 | dataRider[i].timeRAC = 2717519
n = 1230 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716909 | dataRider[i].timeRAC = 2717524
n = 1235 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716912 | dataRider[i].timeRAC = 2717529
n = 1240 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716914 | dataRider[i].timeRAC = 2717534
n = 1245 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716917 | dataRider[i].timeRAC = 2717539
n = 1250 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716919 | dataRider[i].timeRAC = 2717544
n = 1255 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716922 | dataRider[i].timeRAC = 2717549
n = 1260 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716924 | dataRider[i].timeRAC = 2717554
n = 1265 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716927 | dataRider[i].timeRAC = 2717559
n = 1270 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716929 | dataRider[i].timeRAC = 2717564
n = 1275 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716932 | dataRider[i].timeRAC = 2717569
n = 1280 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716934 | dataRider[i].timeRAC = 2717574
n = 1285 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716937 | dataRider[i].timeRAC = 2717579
n = 1290 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716939 | dataRider[i].timeRAC = 2717584
n = 1295 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716942 | dataRider[i].timeRAC = 2717589
n = 1300 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716944 | dataRider[i].timeRAC = 2717594
n = 1305 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716947 | dataRider[i].timeRAC = 2717599
n = 1310 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716949 | dataRider[i].timeRAC = 2717604
n = 1315 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716952 | dataRider[i].timeRAC = 2717609
n = 1320 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716954 | dataRider[i].timeRAC = 2717614
n = 1325 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716957 | dataRider[i].timeRAC = 2717619
n = 1330 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716959 | dataRider[i].timeRAC = 2717624
n = 1335 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716962 | dataRider[i].timeRAC = 2717629
n = 1340 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716964 | dataRider[i].timeRAC = 2717634
n = 1345 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716967 | dataRider[i].timeRAC = 2717639
n = 1350 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716969 | dataRider[i].timeRAC = 2717644
n = 1355 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716972 | dataRider[i].timeRAC = 2717649
n = 1360 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716974 | dataRider[i].timeRAC = 2717654
n = 1365 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716977 | dataRider[i].timeRAC = 2717659
n = 1370 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716979 | dataRider[i].timeRAC = 2717664
n = 1375 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716982 | dataRider[i].timeRAC = 2717669
n = 1380 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716984 | dataRider[i].timeRAC = 2717674
n = 1385 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716987 | dataRider[i].timeRAC = 2717679
n = 1390 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716989 | dataRider[i].timeRAC = 2717684
n = 1395 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716992 | dataRider[i].timeRAC = 2717689
n = 1400 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716994 | dataRider[i].timeRAC = 2717694
n = 1405 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716997 | dataRider[i].timeRAC = 2717699
n = 1410 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2716999 | dataRider[i].timeRAC = 2717704
n = 1415 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717002 | dataRider[i].timeRAC = 2717709
n = 1420 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717004 | dataRider[i].timeRAC = 2717714
n = 1425 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717007 | dataRider[i].timeRAC = 2717719
n = 1430 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717009 | dataRider[i].timeRAC = 2717724
n = 1435 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717012 | dataRider[i].timeRAC = 2717729
n = 1440 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717014 | dataRider[i].timeRAC = 2717734
n = 1445 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717017 | dataRider[i].timeRAC = 2717739
n = 1450 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717019 | dataRider[i].timeRAC = 2717744
n = 1455 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717022 | dataRider[i].timeRAC = 2717749
n = 1460 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717024 | dataRider[i].timeRAC = 2717754
n = 1465 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717027 | dataRider[i].timeRAC = 2717759
n = 1470 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717029 | dataRider[i].timeRAC = 2717764
n = 1475 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717032 | dataRider[i].timeRAC = 2717769
n = 1480 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717034 | dataRider[i].timeRAC = 2717774
n = 1485 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717037 | dataRider[i].timeRAC = 2717779
n = 1490 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717039 | dataRider[i].timeRAC = 2717784
n = 1495 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717042 | dataRider[i].timeRAC = 2717789
n = 1500 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717044 | dataRider[i].timeRAC = 2717794
n = 1505 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717047 | dataRider[i].timeRAC = 2717799
n = 1510 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717049 | dataRider[i].timeRAC = 2717804
n = 1515 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717052 | dataRider[i].timeRAC = 2717809
n = 1520 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717054 | dataRider[i].timeRAC = 2717814
n = 1525 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717057 | dataRider[i].timeRAC = 2717819
n = 1530 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717059 | dataRider[i].timeRAC = 2717824
n = 1535 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717062 | dataRider[i].timeRAC = 2717829
n = 1540 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717064 | dataRider[i].timeRAC = 2717834
n = 1545 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717067 | dataRider[i].timeRAC = 2717839
n = 1550 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717069 | dataRider[i].timeRAC = 2717844
n = 1555 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717072 | dataRider[i].timeRAC = 2717849
n = 1560 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717074 | dataRider[i].timeRAC = 2717854
n = 1565 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717077 | dataRider[i].timeRAC = 2717859
n = 1570 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717079 | dataRider[i].timeRAC = 2717864
n = 1575 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717082 | dataRider[i].timeRAC = 2717869
n = 1580 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717084 | dataRider[i].timeRAC = 2717874
n = 1585 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717087 | dataRider[i].timeRAC = 2717879
n = 1590 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717089 | dataRider[i].timeRAC = 2717884
n = 1595 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717092 | dataRider[i].timeRAC = 2717889
n = 1600 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717094 | dataRider[i].timeRAC = 2717894
n = 1605 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717097 | dataRider[i].timeRAC = 2717899
n = 1610 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717099 | dataRider[i].timeRAC = 2717904
n = 1615 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717102 | dataRider[i].timeRAC = 2717909
n = 1620 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717104 | dataRider[i].timeRAC = 2717914
n = 1625 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717107 | dataRider[i].timeRAC = 2717919
n = 1630 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717109 | dataRider[i].timeRAC = 2717924
n = 1635 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717112 | dataRider[i].timeRAC = 2717929
n = 1640 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717114 | dataRider[i].timeRAC = 2717934
n = 1645 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717117 | dataRider[i].timeRAC = 2717939
n = 1650 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717119 | dataRider[i].timeRAC = 2717944
n = 1655 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717122 | dataRider[i].timeRAC = 2717949
n = 1660 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717124 | dataRider[i].timeRAC = 2717954
n = 1665 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717127 | dataRider[i].timeRAC = 2717959
n = 1670 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717129 | dataRider[i].timeRAC = 2717964
n = 1675 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717132 | dataRider[i].timeRAC = 2717969
n = 1680 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717134 | dataRider[i].timeRAC = 2717974
n = 1685 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717137 | dataRider[i].timeRAC = 2717979
n = 1690 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717139 | dataRider[i].timeRAC = 2717984
n = 1695 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717142 | dataRider[i].timeRAC = 2717989
n = 1700 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717144 | dataRider[i].timeRAC = 2717994
n = 1705 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717147 | dataRider[i].timeRAC = 2717999
n = 1710 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717149 | dataRider[i].timeRAC = 2718004
n = 1715 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717152 | dataRider[i].timeRAC = 2718009
n = 1720 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717154 | dataRider[i].timeRAC = 2718014
n = 1725 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717157 | dataRider[i].timeRAC = 2718019
n = 1730 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717159 | dataRider[i].timeRAC = 2718024
n = 1735 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717162 | dataRider[i].timeRAC = 2718029
n = 1740 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717164 | dataRider[i].timeRAC = 2718034
n = 1745 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717167 | dataRider[i].timeRAC = 2718039
n = 1750 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717169 | dataRider[i].timeRAC = 2718044
n = 1755 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717172 | dataRider[i].timeRAC = 2718049
n = 1760 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717174 | dataRider[i].timeRAC = 2718054
n = 1765 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717177 | dataRider[i].timeRAC = 2718059
n = 1770 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717179 | dataRider[i].timeRAC = 2718064
n = 1775 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717182 | dataRider[i].timeRAC = 2718069
n = 1780 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717184 | dataRider[i].timeRAC = 2718074
n = 1785 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717187 | dataRider[i].timeRAC = 2718079
n = 1790 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717189 | dataRider[i].timeRAC = 2718084
n = 1795 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717192 | dataRider[i].timeRAC = 2718089
n = 1800 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717194 | dataRider[i].timeRAC = 2718094
n = 1805 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717197 | dataRider[i].timeRAC = 2718099
n = 1810 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717199 | dataRider[i].timeRAC = 2718104
n = 1815 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717202 | dataRider[i].timeRAC = 2718109
n = 1820 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717204 | dataRider[i].timeRAC = 2718114
n = 1825 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717207 | dataRider[i].timeRAC = 2718119
n = 1830 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717209 | dataRider[i].timeRAC = 2718124
n = 1835 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717212 | dataRider[i].timeRAC = 2718129
n = 1840 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717214 | dataRider[i].timeRAC = 2718134
n = 1845 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717217 | dataRider[i].timeRAC = 2718139
n = 1850 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717219 | dataRider[i].timeRAC = 2718144
n = 1855 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717222 | dataRider[i].timeRAC = 2718149
n = 1860 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717224 | dataRider[i].timeRAC = 2718154
n = 1865 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717227 | dataRider[i].timeRAC = 2718159
n = 1870 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717229 | dataRider[i].timeRAC = 2718164
n = 1875 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717232 | dataRider[i].timeRAC = 2718169
n = 1880 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717234 | dataRider[i].timeRAC = 2718174
n = 1885 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717237 | dataRider[i].timeRAC = 2718179
n = 1890 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717239 | dataRider[i].timeRAC = 2718184
n = 1895 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717242 | dataRider[i].timeRAC = 2718189
n = 1900 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717244 | dataRider[i].timeRAC = 2718194
n = 1905 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717247 | dataRider[i].timeRAC = 2718199
n = 1910 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717249 | dataRider[i].timeRAC = 2718204
n = 1915 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717252 | dataRider[i].timeRAC = 2718209
n = 1920 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717254 | dataRider[i].timeRAC = 2718214
n = 1925 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717257 | dataRider[i].timeRAC = 2718219
n = 1930 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717259 | dataRider[i].timeRAC = 2718224
n = 1935 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717262 | dataRider[i].timeRAC = 2718229
n = 1940 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717264 | dataRider[i].timeRAC = 2718234
n = 1945 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717267 | dataRider[i].timeRAC = 2718239
n = 1950 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717269 | dataRider[i].timeRAC = 2718244
n = 1955 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717272 | dataRider[i].timeRAC = 2718249
n = 1960 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717274 | dataRider[i].timeRAC = 2718254
n = 1965 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717277 | dataRider[i].timeRAC = 2718259
n = 1970 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717279 | dataRider[i].timeRAC = 2718264
n = 1975 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717282 | dataRider[i].timeRAC = 2718269
n = 1980 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717284 | dataRider[i].timeRAC = 2718274
n = 1985 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717287 | dataRider[i].timeRAC = 2718279
n = 1990 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717289 | dataRider[i].timeRAC = 2718284
n = 1995 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717292 | dataRider[i].timeRAC = 2718289
n = 2000 | dataRider[0].timeRAC = 1446314 | dataRider[i/2].timeRAC = 2717294 | dataRider[i].timeRAC = 2718294

Kompleksitas Pencarian Data Iterative
@653100 #2096600
@635400 #2148700
@699000 #2457500
@550500 #4842200
@635000 #3376600
@554100 #2218100
@1495600 #3662200
@692700 #3565600
@1141400 #3379400
@719300 #3979500
@625300 #5106000
@635200 #3445900
@315300 #4970400
@734000 #3990000
@557700 #4055900
@555600 #3884300
@557500 #4031800
@527100 #4026200
@547000 #3822900
@549000 #3721500
@532200 #5109100
@530200 #4093500
@544200 #4369100
@705400 #4724300
@607700 #3859400
@668100 #4848100
@441100 #4494300
@981700 #5927500
@660300 #4622900
@546300 #4253600
@528500 #4832400
@509900 #4233800
@529200 #4440300
@584200 #4896500
@764400 #4665400
@572600 #4249500
@621300 #4831800
@534100 #4230600
@536500 #4212400
@540200 #4308500
@514000 #4289300
@696600 #4003800
@528900 #4223600
@546500 #4300500
@536700 #4448500
@561800 #5081300
@567600 #3975900
@535000 #4299000
@543800 #7400000
@748600 #4711300
@544600 #4603700
@562900 #5265900
@688700 #5459400
@540200 #4947100
@513500 #5252800
@643100 #5526400
@597000 #5490700
@652200 #5339500
@562300 #6153600
@552200 #4969600
@591700 #4721000
@550700 #4951200
@665400 #5265400
@605400 #4324400
@2315700 #5164600
@557600 #5810500
@629800 #6166100
@548700 #5315700
@538600 #4705500
@538300 #6090400
@551200 #4758200
@549600 #4792000
@532600 #4278500
@648400 #5521200
@524600 #4876000
@543800 #5464200
@1700700 #4527900
@533700 #5873500
@543400 #4726700
@614200 #5476700
@550200 #8378400
@527900 #6113700
@534500 #5421800
@547000 #4997900
@545800 #4318300
@538500 #10696200
@530200 #5236900
@524400 #4926800
@1113300 #4895700
@571600 #5281200
@545600 #5772400
@511600 #4627400
@526300 #4742500
@524400 #4974800
@529500 #4778000
@605500 #4517100
@754400 #4736400
@544600 #4833700
@2436200 #8270400
@525400 #4604300
@617300 #4946700
@545000 #5293000
@553100 #5631700
@531700 #6592800
@519600 #5520200
@523300 #5749100
@569400 #5302100
@532600 #5866100
@568100 #5799700
@656500 #6146400
@594000 #5416600
@639800 #5724100
@643800 #5847200
@628900 #5529500
@534700 #5099400
@527700 #5456000
@794400 #5523300
@557800 #5695400
@524600 #5385000
@608600 #5483400
@517500 #5567300
@540000 #5449900
@573600 #5449700
@515300 #5863300
@541800 #5113900
@532500 #5740100
@516200 #6058100
@510300 #5767000
@562400 #5501600
@531800 #8320300
@517300 #5905200
@576000 #5589100
@552700 #5706200
@519700 #5330500
@520500 #5600600
@527800 #5213300
@522500 #5421000
@528900 #5275100
@545600 #5310400
@509400 #5540800
@529800 #5499700
@534800 #5230600
@515500 #5373200
@530500 #5299700
@554600 #5599700
@510800 #5563300
@521800 #5131300
@543900 #5224900
@528000 #5601100
@511100 #5178700
@515700 #5443700
@412400 #5342500
@555700 #7017900
@558200 #5581400
@556400 #7187900
@525600 #5538300
@609700 #5965100
@602700 #5896900
@535600 #5746700
@587100 #5483800
@523800 #5294800
@369700 #5742600
@342100 #5262500
@526600 #5842400
@587000 #5254200
@522900 #5366900
@544900 #5272200
@591100 #5979400
@903800 #5335900
@524200 #6825600
@1187400 #7282300
@525200 #5222600
@529900 #5672100
@546100 #5442000
@527100 #5606000
@547400 #5661900
@609700 #8259100
@611100 #5234800
@558200 #6224700
@542200 #5716100
@558700 #5717500
@556000 #5675800
@536400 #5359600
@563000 #5443100
@636100 #6395200
@541100 #5277200
@536900 #5169500
@512800 #5663000
@548600 #5616400
@539800 #5181400
@690700 #5577600
@574200 #5237600
@527900 #5810500
@541300 #5447500
@546900 #5287200
@313500 #6519200
@516700 #5757400
@522300 #6424600
@539000 #5654100
@525600 #5169100
@522500 #5203100
@537300 #5221400
@534200 #5992100
@659000 #5694600
@590800 #6283000
@640900 #6150600
@464900 #5746300
@525900 #5646600
@1270800 #5949100
@545700 #6496600
@572900 #6358000
@526700 #5768200
@524600 #6066000
@626600 #8239300
@526700 #8244200
@659400 #8248500
@524300 #5882200
@479100 #6052900
@604800 #8304200
@546300 #5735700
@524000 #5591100
@563000 #5721400
@539800 #7824800
@529900 #5877400
@608700 #5758600
@528900 #7079200
@525700 #7967300
@528800 #6356600
@548200 #9214300
@562400 #9759200
@727800 #8238400
@613600 #6535800
@615900 #6617400
@518000 #6231800
@546700 #6922400
@524800 #6261200
@552500 #5791100
@518600 #8046700
